Square,LifeSquare,KitchenSquare,Ecology_1,Healthcare_1,Price,Rooms,Floor,HouseFloor,HouseYear,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Healthcare_1_null,DistrictSize
49.36064910888672,31.99396324157715,5.0,0.051815435,0.0,117000.38,2,6,6,1983,1,1,5,1227,0,0,0,1,1,851
57.96996307373047,32.012481689453125,9.0,0.069753364,0.0,231828.44,2,6,14,2001,1,1,53,13670,4,1,11,1,1,111
44.51348114013672,23.113422393798828,8.0,0.13321534,1406.0,183743.23,1,6,12,1983,1,1,49,11395,3,3,4,0,0,107
110.95979309082031,56.99676513671875,11.0,0.000991363,0.0,394895.3,3,16,25,2012,1,1,33,6783,3,1,9,1,1,31
103.60529327392578,47.7994270324707,10.0,0.31980935,2857.0,521919.06,3,12,17,2002,1,1,25,4756,16,5,8,1,0,48
64.71183776855469,43.67313445692802,9.001695694511051,0.21140121,0.0,127200.02,2,15,15,1977,1,1,9,1892,0,0,1,1,1,851
41.66864776611328,20.207761764526367,10.0,0.041124634,0.0,215083.97,1,19,22,1996,1,1,46,9515,5,1,10,1,1,90
118.90760803222656,77.49096231187042,13.009417651687981,0.006076152,645.0,571069.06,3,2,13,1977,1,1,30,5285,0,6,6,1,0,37
62.18053436279297,44.16969299316406,5.0,0.020741327,1340.0,241718.1,3,4,5,1964,1,1,24,5613,5,2,5,1,0,10
82.66791534423828,55.3394490233153,10.191510933712097,0.07577875,0.0,244145.83,2,16,17,1977,1,1,6,1437,3,0,2,1,1,114
106.95886993408203,72.13845430625975,11.89514215121304,0.072157584,0.0,337299.88,3,17,17,2018,1,1,2,629,1,0,0,0,1,851
64.55620574951172,42.84230270589455,8.931838861229881,0.07577875,0.0,173910.92,2,8,17,1977,1,1,6,1437,3,0,2,1,1,565
42.53004455566406,27.52873954545621,7.382239719509474,0.03465608,0.0,95338.195,1,3,9,2014,1,1,0,168,0,0,0,1,1,565
48.372230529785156,31.00758171081543,6.0,0.000169676,0.0,213374.17,2,4,9,1972,1,1,36,5992,0,1,1,1,1,129
39.43535232543945,23.377687454223633,7.0,0.007658515,2301.0,283877.62,2,9,9,1965,1,1,35,7077,56,3,19,1,0,4
41.76515579223633,19.343185424804688,9.0,0.30032253,0.0,189007.23,1,12,16,1984,1,1,52,10311,6,1,9,1,1,118
63.679115295410156,37.27577590942383,9.555353282844093,0.017647052,0.0,178721.7,2,9,15,1977,1,1,2,469,0,0,0,1,1,851
34.76722717285156,18.20964813232422,6.0,0.036122292,1036.0,154928.81,1,7,9,1972,1,1,24,4378,0,1,1,1,0,104
42.176780700683594,28.085689544677734,5.0,0.26508868,1937.0,176344.83,2,2,5,1965,1,1,37,5288,0,3,2,1,0,72
85.28038787841797,58.447967529296875,9.0,0.0,0.0,402871.9,3,6,6,1960,1,1,33,7425,1,2,5,1,1,6
41.11876678466797,26.36814472411663,7.289762725994087,0.07577875,0.0,103510.23,1,4,17,1977,1,1,6,1437,3,0,2,1,1,565
43.70166015625,26.350358963012695,5.0,0.015016892,2890.0,287056.0,2,5,9,1961,1,1,17,3079,59,0,8,1,0,9
77.87393951416016,48.99113464355469,12.0,0.0,2672.0,191550.12,3,9,25,2012,1,1,36,6714,2,0,2,1,0,10
60.50325012207031,38.98159945273737,8.598305626291161,0.03465608,0.0,229778.06,2,16,16,1977,1,1,0,168,0,0,0,1,1,565
45.257137298583984,32.613826751708984,5.0,0.03349371,1322.0,171266.95,2,4,5,1971,1,1,66,10573,1,3,8,1,0,97
58.41981506347656,37.27561569213867,5.0,0.22582495,1548.0,197456.92,3,5,5,1963,0,1,41,6558,7,3,2,1,0,97
60.59268680987637,54.723567962646484,5.869118847229885,0.007122317,0.0,196078.9,2,9,17,1977,1,1,1,264,0,0,1,1,1,652
58.69213104248047,38.22443932928482,8.455331880269895,0.07577875,0.0,184501.02,2,16,17,1977,1,1,6,1437,3,0,2,1,1,565
104.21139526367188,68.5384357770761,12.01962416421092,0.060753047,520.0,435462.06,3,20,20,2017,1,1,15,2787,2,0,7,1,0,36
48.851741790771484,33.53343200683594,5.0,0.19448927,125.0,183826.31,2,5,5,1970,1,1,47,8004,3,3,5,1,0,165
49.92948913574219,33.129711620968116,7.899624317044251,0.03465608,0.0,88464.42,2,9,12,1977,1,1,0,168,0,0,0,1,1,565
41.53813934326172,23.29293441772461,8.0,0.014423114,0.0,234052.27,1,7,16,1981,1,1,19,3806,4,0,3,1,1,33
58.80799102783203,46.80799102783203,12.0,0.014072961,0.0,96029.164,1,3,9,1977,1,1,2,475,0,0,0,1,1,565
41.27061462402344,20.45594596862793,7.0,0.19578105,0.0,214733.34,1,8,14,2003,1,1,23,5212,6,3,2,1,1,21
35.390235900878906,21.675588607788086,5.0,0.21843974,1450.0,172795.86,1,3,5,1963,1,1,21,4472,6,4,7,0,0,16
35.2808952331543,23.354175567626953,6.0,0.28279766,0.0,148862.2,1,11,11,1971,1,1,33,8667,2,0,6,1,1,89
61.400054931640625,40.064262675138615,8.653861049731734,0.007122317,0.0,199215.45,2,17,22,2016,1,1,1,264,0,0,1,1,1,652
31.893484115600586,20.946670532226562,7.0,0.17505486,0.0,182946.36,1,3,14,1973,1,1,36,10055,3,1,0,1,1,104
42.41417694091797,26.590567491994133,7.365901044271279,0.007122317,0.0,156476.61,1,14,17,1977,1,1,1,264,0,0,1,1,1,652
60.496734619140625,38.70193099975586,6.0,0.041124634,0.0,276349.9,3,4,9,1980,1,1,46,9515,5,1,10,1,1,90
54.47743225097656,31.149444580078125,7.0,0.15081754,2643.0,279119.9,2,14,22,1991,1,1,16,3433,4,4,5,1,0,34
56.21870040893555,37.83511029562936,8.367287946083218,0.005767451,0.0,90303.664,2,3,3,1977,1,1,1,388,0,0,0,1,1,565
38.0079345703125,23.281713485717773,9.0,0.11853738,1183.0,147636.77,1,1,12,1970,1,1,30,6207,1,1,0,1,0,79
57.32249450683594,31.788005828857422,10.0,0.000169676,0.0,242402.23,2,5,16,1980,1,1,36,5992,0,1,1,1,1,129
47.317527770996094,31.10051727294922,6.0,0.1273759,0.0,207641.67,2,6,12,1975,1,1,43,8429,3,3,9,1,1,64
65.02389526367188,42.825330288573845,8.931012578824944,0.007122317,0.0,197343.8,2,10,17,1977,1,1,1,264,0,0,1,1,1,652
54.787322998046875,33.512142181396484,8.0,6.99893e-05,240.0,100471.95,2,1,12,1978,1,1,46,10309,1,1,16,1,0,97
42.505531311035156,27.101971545064742,7.57711786555684,0.24320452,540.0,113617.22,1,6,12,2014,1,1,5,1564,0,0,0,1,0,511
64.14115142822266,42.6774651007825,9.009123950431452,0.371149,750.0,158148.94,2,5,17,1977,1,1,34,7065,1,2,5,1,0,143
41.19418716430664,26.263257918070128,7.285163248077017,0.072157584,0.0,114063.09,1,6,13,1977,1,1,2,629,1,0,0,0,1,247
57.95597457885742,32.272579193115234,9.0,0.15134622,830.0,339414.56,2,17,17,2001,1,0,32,5889,10,4,1,1,0,55
45.96488952636719,29.141212463378906,5.0,0.13321534,1406.0,180538.9,2,7,7,1963,1,1,49,11395,3,3,4,0,0,107
42.6788444519043,23.91863441467285,8.0,6.99893e-05,240.0,179784.47,1,14,14,1983,1,1,46,10309,1,1,16,1,0,40
73.30460357666016,63.304603576660156,10.0,0.072157584,0.0,228584.0,2,15,17,2016,1,1,2,629,1,0,0,0,1,851
79.22705078125,53.970806914126435,10.028885226760666,0.072157584,0.0,167023.97,2,9,13,1977,1,1,2,629,1,0,0,0,1,851
88.84140049031197,81.90554809570312,6.935852394608842,0.07577875,0.0,243479.88,2,12,17,2017,1,1,6,1437,3,0,2,1,1,114
58.027231740268185,52.423343658447266,5.603888081820919,0.07577875,0.0,160292.16,1,18,18,1977,1,1,6,1437,3,0,2,1,1,114
39.429664611816406,18.519733428955078,9.0,0.16909109,0.0,174952.64,1,2,16,1981,1,1,19,3856,10,2,5,1,1,42
67.52717672947708,61.14289474487305,6.38428198460403,0.24320452,540.0,190762.98,2,17,17,2016,1,1,5,1564,0,0,0,1,0,511
50.29916763305664,24.3496036529541,9.0,0.13624443,0.0,197101.05,1,11,16,2006,1,1,11,2370,0,0,1,1,1,294
48.831338055752816,42.782386779785156,6.048951275967658,0.069753364,0.0,181167.64,1,2,2,2016,1,1,53,13670,4,1,11,1,1,111
65.5598373413086,47.69625473022461,6.0,0.03717782,2300.0,266989.03,4,6,9,1976,1,1,52,11217,1,1,7,1,0,76
39.24892807006836,21.59232521057129,7.0,0.007658515,2301.0,254236.33,1,13,17,2009,1,1,35,7077,56,3,19,1,0,10
39.25255584716797,19.394250869750977,7.0,0.000991363,0.0,184737.92,1,1,16,1985,1,1,33,6783,3,1,9,1,1,29
49.88874053955078,31.60365104675293,6.0,0.0,0.0,261086.03,2,9,12,1974,1,1,23,3684,2,0,4,1,1,27
62.783809661865234,35.22236633300781,10.0,0.041116353,0.0,259293.02,2,5,10,1994,1,1,53,14892,4,1,4,1,1,71
58.43360900878906,31.08698844909668,8.0,0.21047324,1994.0,116661.59,2,3,14,1970,1,1,11,2398,2,3,0,1,0,22
61.71855163574219,33.04011535644531,10.0,0.0,0.0,267609.8,2,10,11,2000,1,1,30,5562,0,0,5,0,1,51
42.501224517822266,22.915735244750977,8.0,0.19448927,125.0,153038.22,1,2,12,1979,1,1,47,8004,3,3,5,1,0,165
54.58323287963867,33.3203010559082,11.0,0.041116353,0.0,238779.45,2,2,9,2000,1,1,53,14892,4,1,4,1,1,851
127.48158264160156,85.31278228945666,12.003153492710712,0.31392455,3855.0,510700.44,3,16,16,2012,1,1,22,4625,11,2,10,1,0,11
47.145626068115234,30.738285064697266,5.0,0.1273759,0.0,210364.31,2,11,11,1976,1,1,43,8429,3,3,9,1,1,89
48.07704162597656,28.83511734008789,5.0,0.17505486,0.0,198183.08,2,5,9,1968,1,1,36,10055,3,1,0,1,1,87
52.082183837890625,34.017059326171875,8.0,0.0,30.0,243824.8,2,7,17,1994,1,1,27,4798,0,2,8,1,0,64
50.2907600402832,32.46080780029297,6.0,0.08903972,0.0,242107.1,2,12,12,1973,1,1,33,7976,5,0,11,1,1,56
49.03078842163086,31.918895721435547,8.0,0.30697748,1575.0,212786.0,2,2,5,1964,1,1,27,5148,14,5,7,1,0,20
58.570369720458984,37.43412780761719,5.0,0.34107193,2300.0,305732.6,3,4,5,1961,1,1,27,5664,48,3,11,1,0,26
34.198211669921875,20.98112678527832,6.0,0.42882583,730.0,156375.02,1,7,9,1973,1,1,25,5011,8,0,2,1,0,57
74.97105407714844,46.2392463684082,10.0,0.0,0.0,415398.56,3,16,17,1987,1,1,23,5067,4,2,6,1,1,92
61.33496856689453,4.091944694519043,13.266682107328846,0.069753364,0.0,286564.44,2,26,26,2014,1,1,53,13670,4,1,11,1,1,111
58.937278747558594,34.74007034301758,11.0,0.041116353,0.0,217349.25,2,2,7,1998,1,1,53,14892,4,1,4,1,1,851
63.72823715209961,38.960933685302734,6.0,0.14966637,4087.0,291058.1,3,9,9,1971,1,1,22,4789,2,4,1,1,0,80
41.845699310302734,26.789570744450298,7.327447174982137,0.07577875,0.0,110620.63,1,14,17,1977,1,1,6,1437,3,0,2,1,1,565
33.64671325683594,21.423553466796875,5.0,0.30032253,0.0,165018.95,1,8,9,1975,1,1,52,10311,6,1,9,1,1,118
52.549016050024036,46.50567626953125,6.043339780492783,0.007122317,0.0,175188.95,1,10,24,1977,1,1,1,264,0,0,1,1,1,652
62.96990203857422,31.7456111907959,10.0,0.007122317,0.0,92127.06,2,14,14,2014,1,1,1,264,0,0,1,1,1,652
58.91191864013672,33.612239837646484,9.0,0.0,1145.0,274570.72,2,12,17,2005,1,1,47,11319,0,3,5,1,0,32
48.7601318359375,31.959583565910023,7.84373433353227,0.03465608,0.0,113250.43,2,3,3,1977,1,1,0,168,0,0,0,1,1,565
62.34715270996094,40.808167160261284,9.221687825018204,0.16153175,30.0,184172.97,2,6,6,1977,1,1,25,5648,1,2,4,1,0,294
53.18796920776367,34.820499420166016,8.0,0.025609156,240.0,241419.6,2,7,17,1990,1,1,33,5261,0,3,1,1,0,652
64.01509857177734,43.84285354614258,6.0,0.13321534,1406.0,270071.62,3,10,12,1984,1,1,49,11395,3,3,4,0,0,107
61.80902099609375,40.444725036621094,6.0,0.015016892,2890.0,378581.53,3,2,9,1972,1,1,17,3079,59,0,8,1,0,6
64.8326676906374,58.50398635864258,6.328681331994817,0.017647052,0.0,192625.05,2,8,17,2016,1,1,2,469,0,0,0,1,1,851
45.59291458129883,27.278459548950195,6.0,0.002211665,0.0,201121.08,2,3,9,1981,1,1,39,7614,3,1,5,0,1,27
35.68305969238281,18.662235260009766,7.0,0.42882583,730.0,150513.47,1,12,12,1977,1,1,25,5011,8,0,2,1,0,57
39.90042495727539,26.477222442626953,6.0,0.28279766,0.0,204804.84,2,12,14,1982,1,1,33,8667,2,0,6,1,1,89
65.6834716796875,43.533321380615234,7.0,0.020741327,1340.0,313452.53,3,11,12,1977,1,1,24,5613,5,2,5,1,0,43
42.1452751159668,21.304555892944336,10.0,0.26508868,1937.0,225889.69,1,3,14,1984,1,1,37,5288,0,3,2,1,0,82
42.38956832885742,33.06483459472656,5.0,0.0,1786.0,224746.81,2,1,5,1963,1,1,7,1660,39,1,5,1,0,15
60.44585418701172,39.19714211527367,8.621827314516196,0.072157584,0.0,213798.19,2,13,13,1977,1,1,2,629,1,0,0,0,1,851
44.570411682128906,19.485740661621094,10.0,0.09229064,165.0,212821.67,1,18,24,2011,1,1,21,4346,2,1,2,1,0,46
65.00927734375,42.97815612392593,8.937813494607415,0.007122317,0.0,186403.48,2,9,17,1977,1,1,1,264,0,0,1,1,1,652
76.23513793945312,47.00181579589844,10.0,0.0,0.0,293371.97,3,9,17,1997,1,1,30,5562,0,0,5,0,1,51
45.178799656199935,40.01252746582031,5.166272190379623,0.19578105,0.0,250466.98,1,16,16,2015,1,1,23,5212,6,3,2,1,1,116
98.68670654296875,57.30705642700195,15.0,0.15824905,0.0,373510.06,4,10,17,2008,1,1,21,5731,0,1,0,1,1,36
60.438167572021484,43.96784973144531,5.0,0.21251535,628.0,269680.62,3,5,5,1965,1,1,19,3293,16,3,7,1,0,25
43.44426727294922,20.702409744262695,8.0,0.020741327,1340.0,168601.97,1,18,18,2010,1,1,24,5613,5,2,5,1,0,16
85.95230865478516,56.841792890985914,10.397630242657915,0.069753364,0.0,309688.6,3,4,4,2017,1,1,53,13670,4,1,11,1,1,77
74.44137573242188,35.6402702331543,9.0,0.000991363,0.0,435909.12,2,23,25,2004,1,1,33,6783,3,1,9,1,1,31
55.233211517333984,35.71816712706122,8.245604804338242,0.007122317,0.0,184324.9,2,13,17,1977,1,1,1,264,0,0,1,1,1,652
61.50213623046875,33.12142562866211,10.0,0.019508796,176.0,354879.4,2,5,17,1985,1,1,37,7687,11,5,5,1,0,67
43.771827697753906,33.24216842651367,5.0,0.11853738,1183.0,203425.39,2,3,9,1968,1,1,30,6207,1,1,0,1,0,79
60.15940475463867,46.35452651977539,5.0,0.30947912,990.0,317296.3,3,4,9,1968,1,1,35,7715,4,0,6,1,0,78
70.90527273019995,64.62260437011719,6.282668360082763,0.24320452,540.0,175899.98,1,10,10,2015,1,1,5,1564,0,0,0,1,0,511
35.99013900756836,18.125829696655273,7.329228145875542,0.041116353,0.0,155312.3,1,1,9,1978,1,1,53,14892,4,1,4,1,1,71
94.65009159425199,87.62381744384766,7.026274150404332,0.072157584,0.0,265978.84,3,13,13,1977,1,1,2,629,1,0,0,0,1,851
110.20397186279297,59.27070236206055,12.0,0.019508796,176.0,146061.73,3,19,28,2007,1,1,37,7687,11,5,5,1,0,27
45.92367172241211,26.177753448486328,5.0,0.48624563,0.0,176480.47,2,3,5,1967,1,1,13,2514,19,0,6,1,1,10
65.49667358398438,5.5893235206604,14.298652357646173,0.24320452,540.0,180727.64,2,5,17,1977,1,1,5,1564,0,0,0,1,0,511
42.198944091796875,20.794836044311523,10.0,0.03717782,2300.0,87182.52,1,16,22,1987,1,1,52,11217,1,1,7,1,0,76
102.0692367553711,92.0692367553711,10.0,0.07542368,0.0,116942.67,2,2,5,1977,1,1,11,3097,0,0,0,1,1,851
40.8128776550293,23.09788703918457,10.0,0.0,0.0,292718.3,1,10,22,1999,1,1,23,5067,4,2,6,1,1,34
62.301292419433594,30.388568878173828,10.0,0.15134622,830.0,427526.0,2,11,12,2008,1,0,32,5889,10,4,1,1,0,55
63.672611236572266,41.900645369149224,8.862190258216891,0.007122317,0.0,194510.14,2,11,17,1977,1,1,1,264,0,0,1,1,1,652
33.25798034667969,18.181442260742188,5.0,0.1789168,192.0,201616.28,1,7,9,1967,1,1,18,3594,4,1,5,1,0,22
78.47198486328125,52.706825256347656,8.0,0.15134622,830.0,419692.97,3,6,6,1957,1,0,32,5889,10,4,1,1,0,55
45.58698272705078,34.6823844909668,5.0,0.29820457,0.0,177434.77,2,5,5,1962,1,1,16,4048,3,1,3,1,1,118
50.14517593383789,32.04995444761103,7.864864053558306,0.07577875,0.0,171901.1,1,8,12,1977,1,1,6,1437,3,0,2,1,1,114
40.11736297607422,21.391897201538086,10.0,0.0,46.0,239038.6,1,5,22,1982,1,1,25,5027,4,1,1,1,0,41
67.70914840698242,57.70914840698242,10.0,0.069753364,0.0,241737.81,2,20,20,2017,1,1,53,13670,4,1,11,1,1,111
71.30476379394531,47.973129653938926,9.44195461312935,0.072157584,0.0,170564.4,2,13,20,1977,1,1,2,629,1,0,0,0,1,247
104.64225006103516,91.64225006103516,13.0,0.072157584,0.0,206780.55,3,7,17,2015,1,1,2,629,1,0,0,0,1,851
37.47019577026367,21.485797882080078,7.0,0.069753364,0.0,187899.22,1,12,17,1993,1,1,53,13670,4,1,11,1,1,294
37.98575210571289,20.142099380493164,9.0,0.52186704,0.0,137656.12,1,8,16,1974,1,1,25,6149,0,0,0,1,1,89
69.80461120605469,33.82965850830078,12.0,0.18878376,0.0,465067.06,2,13,16,2014,1,1,31,6137,4,0,1,1,1,119
40.090755462646484,22.393898010253906,8.0,0.09344257,3300.0,145941.56,1,6,16,1980,1,1,23,4635,5,2,4,1,0,59
57.69961929321289,37.907650217083614,10.0,0.03465608,0.0,114168.53,2,2,2,1977,1,1,0,168,0,0,0,1,1,565
51.83147430419922,33.95829195751982,8.043890504184501,0.072157584,0.0,131797.47,1,5,5,2015,1,1,2,629,1,0,0,0,1,247
47.30881070523253,41.555843353271484,5.752967351961047,0.07577875,0.0,123749.81,1,9,25,1977,1,1,6,1437,3,0,2,1,1,565
49.21875598369974,43.12350845336914,6.095247530330592,0.072157584,0.0,128813.57,1,6,6,1977,1,1,2,629,1,0,0,0,1,247
44.51140594482422,29.847461700439453,5.0,0.12219048,1308.0,189407.28,2,6,6,1960,1,1,25,4724,2,1,3,1,0,104
70.2145767211914,49.36408615112305,9.0,0.005767451,0.0,111389.484,3,3,3,2017,1,1,1,388,0,0,0,1,1,565
51.991065979003906,4.896202087402344,11.921903595304912,0.072157584,0.0,174687.56,3,22,25,1977,1,1,2,629,1,0,0,0,1,851
45.54436437425809,40.43580627441406,5.108558099844028,0.03717782,2300.0,202321.23,1,15,22,1982,1,1,52,11217,1,1,7,1,0,76
66.41983795166016,3.987100839614868,14.597477919184326,0.24320452,540.0,193361.23,1,2,2,1977,1,1,5,1564,0,0,0,1,0,511
57.20149482672858,51.13521957397461,6.06627525275397,0.072157584,0.0,147040.22,1,5,5,2017,1,1,2,629,1,0,0,0,1,851
45.22269058227539,33.48594284057617,5.0,0.000995363,0.0,186508.2,2,6,9,1968,1,1,42,7651,1,1,5,1,1,49
47.018062591552734,28.62867546081543,6.0,0.012338886,2078.0,218392.94,2,7,9,1971,1,1,35,5776,1,2,4,1,0,97
57.63916778564453,34.88312530517578,8.0,0.041116353,0.0,144400.25,2,3,9,1999,1,1,53,14892,4,1,4,1,1,71
54.477867126464844,33.34848403930664,8.0,6.99893e-05,240.0,224277.83,2,7,12,1983,1,1,46,10309,1,1,16,1,0,87
56.38477325439453,30.571149826049805,8.0,0.13321534,1406.0,213877.56,2,4,12,1983,1,1,49,11395,3,3,4,0,0,107
71.00557708740234,46.610596870395575,9.345341335273751,0.007122317,0.0,245130.11,2,11,11,1977,1,1,1,264,0,0,1,1,1,652
47.69890213012695,32.685699462890625,5.0,0.19578105,0.0,189565.89,2,4,5,1962,1,1,23,5212,6,3,2,1,1,21
49.28520202636719,31.847732543945312,6.0,0.29820457,0.0,204117.83,2,7,12,1977,1,1,16,4048,3,1,3,1,1,97
86.64617919921875,76.64617919921875,10.0,0.035145268,2620.0,477665.6,3,19,19,2010,1,1,42,9292,3,0,3,1,0,92
32.82765197753906,18.070253372192383,5.0,0.371149,750.0,120670.1,1,1,9,1966,1,1,34,7065,1,2,5,1,0,143
56.922115325927734,30.734432220458984,8.0,0.10187247,0.0,254013.44,2,13,16,1981,1,1,23,4583,3,3,3,1,1,97
47.17718505859375,30.77520119445901,7.699963237677782,0.07542368,0.0,109264.48,1,5,5,1977,1,1,11,3097,0,0,0,1,1,851
67.17058563232422,44.351349087796045,9.304350582931773,0.24320452,540.0,192944.38,2,11,17,1977,1,1,5,1564,0,0,0,1,0,511
82.51591491699219,45.37602233886719,11.59587642305351,0.017647052,0.0,207858.58,3,5,5,1977,1,1,2,469,0,0,0,1,1,851
53.74725341796875,33.74006652832031,8.0,0.007720282,0.0,238623.89,2,6,22,1984,1,1,38,4788,2,0,4,1,1,31
62.64038848876953,34.998512268066406,10.0,0.072157584,0.0,190968.19,2,5,17,2015,1,1,2,629,1,0,0,0,1,851
29.298168182373047,17.44975541328142,5.0,0.13321534,1406.0,148991.27,1,7,7,1964,1,1,49,11395,3,3,4,0,0,107
36.805824279785156,17.986013412475586,7.0,0.16197556,4508.0,183891.14,1,10,12,1974,1,0,31,7010,5,3,7,1,0,27
54.52682113647461,38.903926849365234,6.0,0.30032253,0.0,245215.48,3,3,9,1976,1,1,52,10311,6,1,9,1,1,118
54.38666915893555,34.30557632446289,8.0,0.10045574,0.0,269995.0,2,11,12,1978,1,1,43,7227,0,1,6,0,1,31
64.22269439697266,42.229304745886274,9.051771554539748,0.371149,750.0,194618.92,2,16,17,1977,1,1,34,7065,1,2,5,1,0,143
47.91700744628906,32.35601043701172,5.0,0.036122292,1036.0,169711.38,2,5,5,1965,1,1,24,4378,0,1,1,1,0,104
48.7436637878418,31.085476603807905,7.75713669895994,0.07577875,0.0,165071.83,1,12,20,2017,1,1,6,1437,3,0,2,1,1,114
67.63260650634766,43.86762237548828,7.0,0.002211665,0.0,243008.14,3,8,9,1973,1,1,39,7614,3,1,5,0,1,247
70.22360229492188,44.54039001464844,13.0,0.20014681,770.0,527120.8,3,3,8,1955,1,1,23,3975,8,2,0,1,0,9
42.581512451171875,24.872833251953125,6.0,0.17505486,0.0,217099.77,2,7,14,1973,1,1,36,10055,3,1,0,1,1,87
41.07619094848633,20.643203735351562,7.0,0.33389154,0.0,184156.11,1,14,17,2000,1,1,30,6564,1,0,0,1,1,44
47.80222702026367,32.5421257019043,6.0,0.52186704,0.0,162335.02,2,5,12,1975,1,1,25,6149,0,0,0,1,1,89
33.682376861572266,21.601503372192383,6.0,0.42882583,730.0,143120.9,1,10,10,1973,1,1,25,5011,8,0,2,1,0,57
42.54009246826172,27.662918090820312,6.0,0.4605564,0.0,208662.67,2,12,12,1971,1,1,20,4386,14,1,5,1,1,12
92.26618957519531,54.76768493652344,12.0,0.21843974,1450.0,295004.88,3,4,17,2005,1,1,21,4472,6,4,7,0,0,13
38.8923454284668,17.533506393432617,10.0,0.041116353,0.0,173331.3,1,8,16,2005,1,1,53,14892,4,1,4,1,1,10
67.67760467529297,45.338369908440846,9.13528921471743,0.072157584,0.0,159654.06,2,11,16,2016,1,1,2,629,1,0,0,0,1,247
76.31285095214844,47.111559285480354,9.9856347433183,0.006076152,645.0,466730.8,2,14,14,1977,1,1,30,5285,0,6,6,1,0,37
91.90401458740234,62.83971405029297,7.0,0.13061781,900.0,309690.97,3,6,6,1937,1,1,39,10418,9,1,9,1,0,92
38.75540542602539,18.306264877319336,8.0,0.08761909,0.0,91600.74,1,2,14,1978,1,1,8,1497,5,1,0,1,1,17
80.03032684326172,47.801597595214844,10.0,0.0907991,0.0,311528.1,3,16,17,1992,1,1,74,19083,2,5,15,1,1,97
59.96723175048828,38.60942840576172,8.0,0.16197556,4508.0,161307.52,2,10,25,2007,1,0,31,7010,5,3,7,1,0,27
59.77754211425781,35.16328048706055,10.0,0.22582495,1548.0,244351.4,2,20,22,1999,0,1,41,6558,7,3,2,1,0,97
49.830081939697266,34.183956146240234,6.0,0.13061781,900.0,254573.56,2,9,9,1980,1,1,39,10418,9,1,9,1,0,92
62.68807601928711,35.20026779174805,10.0,0.24603155,2715.0,260776.9,2,8,18,2004,1,0,22,3151,4,3,3,1,0,10
88.49139404296875,60.20917209730398,10.659760113237052,0.072157584,0.0,212527.42,3,11,11,1977,1,1,2,629,1,0,0,0,1,247
39.554283142089844,22.012758255004883,7.0,0.371149,750.0,179476.81,1,13,25,2007,1,1,34,7065,1,2,5,1,0,143
74.2140884399414,49.9466880580434,9.633577909945876,0.072157584,0.0,183038.52,2,8,17,1977,1,1,2,629,1,0,0,0,1,851
82.98371887207031,55.84530443785362,10.466449765158318,0.24320452,540.0,222592.17,3,13,17,1977,1,1,5,1564,0,0,0,1,0,511
